snp_index,position,Diversity_Hawaiian-population,Diversity_non-Hawaiian_population,CHROM,Fst
73734,10376765,2.46E-04,5.64E-05,II,0.078286059
73735,10376956,2.85E-04,1.30E-04,II,0.075563084
73742,10377321,4.84E-04,3.30E-04,II,0.098348678
73743,10377359,4.89E-04,3.91E-04,II,0.111422178
73743,10377359,4.89E-04,3.91E-04,II,0.111422178
73748,10377677,6.85E-04,5.01E-04,II,0.097529303
73753,10378958,7.99E-04,5.48E-04,II,0.118271445
73758,10379347,8.74E-04,5.56E-04,II,0.126079785
73768,10380018,9.18E-04,6.30E-04,II,0.118690006
73778,10382790,9.16E-04,6.60E-04,II,0.114685904
73790,10383912,9.32E-04,6.60E-04,II,0.128154279
73793,10384081,9.41E-04,6.38E-04,II,0.147855023
73805,10385581,9.35E-04,4.97E-04,II,0.180125153
73816,10386654,0.001122627,5.47E-04,II,0.178573121
73822,10387425,0.001238413,5.77E-04,II,0.170092905
73831,10388921,0.001142763,5.09E-04,II,0.192773424
73841,10389734,0.001173844,5.04E-04,II,0.190612109
73849,10390309,0.001160055,5.55E-04,II,0.186788143
73860,10390789,0.00119026,4.57E-04,II,0.196446789
73867,10391551,0.001148454,4.52E-04,II,0.217436092
73871,10391713,0.001051053,4.46E-04,II,0.214648905
73873,10391861,0.001002681,3.94E-04,II,0.205271585
73880,10392639,8.59E-04,3.81E-04,II,0.175923475
73890,10393939,6.67E-04,2.70E-04,II,0.172183238
73900,10395274,6.01E-04,2.48E-04,II,0.183790823
73908,10395839,6.50E-04,2.42E-04,II,0.16235732
73918,10401572,6.35E-04,2.22E-04,II,0.134881531
73928,10402633,8.40E-04,1.86E-04,II,0.155425356
73937,10403272,7.30E-04,2.13E-04,II,0.153405027
73945,10404021,7.96E-04,2.13E-04,II,0.114539175
73953,10404750,0.001084323,3.09E-04,II,0.123879788
73957,10404943,0.001150205,3.54E-04,II,0.132445549
73962,10405505,0.001237756,4.09E-04,II,0.122847005
73969,10406436,0.001397538,5.09E-04,II,0.113668127
73978,10407014,0.001474364,5.61E-04,II,0.109870634
73988,10407792,0.001400602,5.91E-04,II,0.123202158
73999,10408946,0.001434309,5.78E-04,II,0.139276963
74013,10410456,0.00128591,6.51E-04,II,0.136197586
74022,10411051,0.001355513,6.83E-04,II,0.131458212
74031,10411995,0.001315458,7.25E-04,II,0.153448555
74039,10412203,0.001027633,6.30E-04,II,0.154797344
74043,10413230,9.62E-04,5.84E-04,II,0.149076447
74046,10413354,8.25E-04,4.83E-04,II,0.171301214
74056,10414172,7.75E-04,4.26E-04,II,0.180872896
74064,10414711,6.83E-04,4.00E-04,II,0.197486151
74069,10415063,6.07E-04,3.35E-04,II,0.186581343
74075,10415521,4.43E-04,3.26E-04,II,0.168964776
74082,10416022,3.43E-04,0.000231298,II,0.146130362
74089,10420616,2.41E-04,1.68E-04,II,0.184962818
74092,10421249,1.62E-04,7.89E-05,II,0.088701962
74096,10421552,2.62E-04,1.18E-04,II,0.10347085
74099,10427361,3.37E-04,1.89E-04,II,0.11514252
74107,10428100,7.01E-04,2.19E-04,II,0.143099096
74121,10429829,0.001122627,3.36E-04,II,0.164014513
74141,10430429,0.001709439,3.92E-04,II,0.148642985
74147,10430711,0.002002736,4.86E-04,II,0.137665418
74160,10431209,0.002493023,6.05E-04,II,0.142348167
74167,10431334,0.002703584,6.98E-04,II,0.139433108
74178,10431511,0.003226047,8.24E-04,II,0.132563912
74192,10432794,0.003789877,0.000926603,II,0.129557438
74198,10432989,0.003729904,8.91E-04,II,0.129352786
74201,10433277,0.003655048,8.20E-04,II,0.128860047
74208,10433606,0.003291053,7.90E-04,II,0.123825249
74220,10433888,0.002760274,6.30E-04,II,0.113876127
74238,10435013,0.002138222,5.40E-04,II,0.113053653
74244,10435110,0.001844925,4.46E-04,II,0.119510981
74256,10435869,0.001354637,3.27E-04,II,0.103468571
74263,10436275,0.001127004,2.32E-04,II,0.102889282
74274,10436639,6.05E-04,1.06E-04,II,0.110252113
74288,10437394,4.07E-05,3.40E-06,II,0.101644015
74293,10447900,1.10E-04,5.84E-05,II,0.177078425
74301,10448202,4.45E-04,1.31E-04,II,0.143681347
74309,10448812,7.55E-04,2.14E-04,II,0.145097082
74316,10449336,0.001076662,2.82E-04,II,0.139393453
74327,10449724,0.001506101,4.26E-04,II,0.138683938
74338,10450495,0.00193554,5.23E-04,II,0.139758388
74341,10450740,0.002015212,5.61E-04,II,0.139508052
74347,10451269,0.002290342,5.85E-04,II,0.138046826
74363,10451859,0.002953762,6.37E-04,II,0.134631118
74370,10452297,0.003248153,7.09E-04,II,0.139327142
74381,10452756,0.003488482,7.02E-04,II,0.134638755
74396,10454467,0.003376635,6.52E-04,II,0.134216242
74412,10455061,0.003364378,6.30E-04,II,0.133609681
74431,10455694,0.003601642,6.89E-04,II,0.133926856
74456,10457129,0.003818988,6.12E-04,II,0.13086896
74489,10459509,0.004299425,6.12E-04,II,0.126739
74502,10460285,0.004581122,7.31E-04,II,0.134533286
74522,10461047,0.004704788,8.54E-04,II,0.136146439
74544,10461834,0.004385445,8.78E-04,II,0.135552519
74556,10462122,0.004227415,8.36E-04,II,0.130993538
74570,10462410,0.004161532,8.13E-04,II,0.132175896
74582,10462741,0.004191956,8.13E-04,II,0.132166652
74600,10463555,0.00416985,8.13E-04,II,0.129756482
74617,10464276,0.003868454,7.59E-04,II,0.12682143
74635,10464935,0.003414501,7.47E-04,II,0.125560018
74657,10466827,0.002504624,6.49E-04,II,0.128129458
74666,10467337,0.002143256,4.92E-04,II,0.111964893
74684,10468929,0.001874911,4.01E-04,II,0.108807985
74698,10469478,0.001696963,3.72E-04,II,0.114541264
74703,10469626,0.001560602,3.42E-04,II,0.115230153
74709,10470867,0.001275841,3.14E-04,II,0.114585941
74714,10470971,0.001023037,2.91E-04,II,0.113521879
74724,10474121,7.47E-04,2.30E-04,II,0.115995434
74729,10474588,4.89E-04,1.57E-04,II,0.129274023
74733,10475058,2.97E-04,1.03E-04,II,0.159681947
74733,10475058,2.97E-04,1.03E-04,II,0.159681947
74733,10475058,2.97E-04,1.03E-04,II,0.159681947
74737,10475333,1.66E-04,4.81E-05,II,0.148395892
74758,10591845,3.62E-04,6.04E-05,II,0.038522485
74764,10591925,5.47E-04,8.02E-05,II,0.042041831
74772,10592313,7.57E-04,9.89E-05,II,0.051588777
74783,10592912,0.001099207,1.95E-04,II,0.060724422
74794,10593585,0.001341286,2.53E-04,II,0.083193361
74804,10594239,0.00152186,2.67E-04,II,0.080960012
74807,10594269,0.001614884,3.06E-04,II,0.081520288
74818,10594770,0.001906211,4.18E-04,II,0.090044357
74821,10594846,0.001937073,4.22E-04,II,0.089341516
74827,10595319,0.002081751,5.18E-04,II,0.103280577
74848,10596140,0.002062052,5.34E-04,II,0.128011252
74870,10598063,0.002594583,6.49E-04,II,0.172713253
74887,10598794,0.002558468,6.36E-04,II,0.178789778
74907,10600893,0.002357975,5.84E-04,II,0.185622297
74921,10601948,0.002174993,5.28E-04,II,0.187558342
74932,10602451,0.00203316,5.17E-04,II,0.194035272
74935,10602509,0.001940137,4.78E-04,II,0.19909225
74947,10602691,0.001653406,3.65E-04,II,0.211502002
74960,10603371,0.001913215,4.14E-04,II,0.208699139
74971,10603785,0.001867688,3.65E-04,II,0.203879772
74978,10604168,0.0015258,2.89E-04,II,0.206848853
74994,10605075,8.08E-04,1.54E-04,II,0.147538456
75004,10609015,6.34E-04,1.49E-04,II,0.141584356
75021,10609955,7.37E-04,1.34E-04,II,0.172583275
75028,10610232,7.52E-04,1.85E-04,II,0.172225059
75035,10614136,8.30E-04,2.88E-04,II,0.161085118
75044,10614791,9.81E-04,3.43E-04,II,0.147838783
75048,10614924,0.001016033,3.60E-04,II,0.143882686
75066,10616840,9.21E-04,3.64E-04,II,0.13024796
75092,10618757,0.001321149,4.39E-04,II,0.110166911
75106,10619543,0.001557975,5.38E-04,II,0.108925922
75123,10620524,0.002000109,6.46E-04,II,0.105114163
75126,10620633,0.002065773,6.49E-04,II,0.103754574
75144,10620862,0.002031847,6.77E-04,II,0.087594049
75158,10621373,0.002152449,6.79E-04,II,0.078122384
75170,10621635,0.00218156,6.23E-04,II,0.082953086
75193,10622328,0.002331929,6.77E-04,II,0.086583044
75208,10622735,0.00260093,6.78E-04,II,0.092114351
75225,10624300,0.002698112,8.17E-04,II,0.10316364
75246,10625399,0.002199289,6.93E-04,II,0.108687817
75271,10626945,0.002221176,6.27E-04,II,0.102811815
75303,10628134,0.002140848,6.26E-04,II,0.103892964
75331,10629692,0.002650178,7.28E-04,II,0.09379652
75363,10631887,0.003011984,7.07E-04,II,0.090702754
75389,10632812,0.003213133,7.90E-04,II,0.096760486
75396,10633208,0.003067141,7.41E-04,II,0.093450877
75411,10633587,0.002766402,6.33E-04,II,0.092443905
75441,10633977,0.003080055,8.98E-04,II,0.082223478
75461,10634289,0.003065171,7.69E-04,II,0.063752385
75478,10634530,0.003658331,8.22E-04,II,0.070988607
75515,10635612,0.004370342,9.01E-04,II,0.085087566
75549,10638734,0.004534282,9.39E-04,II,0.084741679
75590,10640629,0.004490725,8.64E-04,II,0.091264111
75622,10641085,0.004278194,8.68E-04,II,0.098654875
75639,10641261,0.003881806,7.30E-04,II,0.097419527
75655,10641686,0.004377784,8.49E-04,II,0.095452526
75675,10642140,0.005051491,0.001097989,II,0.088973344
75708,10643083,0.004665171,9.97E-04,II,0.093387637
75741,10644048,0.004941176,0.001149129,II,0.095211252
75783,10646831,0.004864569,0.001172639,II,0.090992848
75836,10648247,0.00521171,0.001288418,II,0.095923656
75872,10649263,0.005289193,0.001232921,II,0.098959807
75900,10649863,0.005129193,0.00123106,II,0.098773621
75915,10650182,0.00497554,0.001261769,II,0.095190022
75934,10650574,0.005704186,0.001372623,II,0.097746021
75968,10651184,0.005721477,0.00129411,II,0.105710653
75989,10651503,0.005052367,0.001085067,II,0.114333363
76015,10652247,0.004891929,9.19E-04,II,0.118279954
76051,10653735,0.004485034,7.44E-04,II,0.123218333
76085,10655115,0.004149056,7.16E-04,II,0.126836412
76122,10656460,0.003081149,5.21E-04,II,0.122373754
76159,10658646,0.003027305,5.68E-04,II,0.110502641
76180,10659139,0.002879562,5.72E-04,II,0.10752644
76195,10659582,0.003006074,5.43E-04,II,0.114117807
76227,10661344,0.00271606,5.22E-04,II,0.118077502
76263,10662721,0.002952668,6.37E-04,II,0.110711314
76283,10663484,0.00376186,7.14E-04,II,0.113549742
76296,10663814,0.003727278,7.00E-04,II,0.110267931
76310,10664660,0.003579754,6.59E-04,II,0.110156439
76325,10665394,0.003644104,6.45E-04,II,0.114927387
76343,10666020,0.003971327,6.84E-04,II,0.123994621
76371,10666857,0.003836279,6.06E-04,II,0.139472266
76393,10667431,0.004164378,6.18E-04,II,0.147245385
76408,10667652,0.00403699,6.26E-04,II,0.147112787
76422,10670784,0.003598358,5.80E-04,II,0.149855702
76446,10671790,0.002908235,5.16E-04,II,0.159440837
76469,10673148,0.00217368,4.17E-04,II,0.165494264
76479,10673486,0.002276334,5.20E-04,II,0.167078884
76485,10673830,0.002452969,6.14E-04,II,0.155920479
76496,10674494,0.002373516,6.74E-04,II,0.154313881
76513,10677000,0.001928098,6.10E-04,II,0.143391952
76529,10678359,0.001733953,7.26E-04,II,0.129329151
76540,10679083,0.001182161,6.80E-04,II,0.116769113
76554,10680547,0.001152613,7.33E-04,II,0.12054447
76557,10680602,0.001187415,7.24E-04,II,0.115328494
76568,10681336,0.001225062,7.08E-04,II,0.104241521
76578,10682006,0.001301888,8.02E-04,II,0.111547514
76591,10682856,0.001295978,7.47E-04,II,0.097771588
76604,10684485,0.001301888,7.75E-04,II,0.102971946
76620,10686689,0.001350041,7.78E-04,II,0.102339319
76637,10688163,0.001451382,8.56E-04,II,0.112939822
76652,10689441,0.001396224,7.50E-04,II,0.117548765
76659,10690158,0.001569576,8.18E-04,II,0.120511779
76675,10690961,0.001610725,9.38E-04,II,0.122931707
76684,10691477,0.001706375,9.90E-04,II,0.126092415
76695,10691817,0.001756498,9.66E-04,II,0.122036448
76707,10692908,0.001705937,9.21E-04,II,0.121792186
76716,10693287,0.001659754,8.71E-04,II,0.124916398
76732,10694536,0.001806621,9.77E-04,II,0.133603284
76746,10695467,0.001731546,9.45E-04,II,0.144762321
76759,10696515,0.00157264,9.02E-04,II,0.141000455
76770,10697300,0.001462107,9.29E-04,II,0.148043833
76781,10698064,0.001366238,9.14E-04,II,0.142704039
76794,10699359,0.001237538,7.84E-04,II,0.146450326
76806,10700068,0.001194419,7.06E-04,II,0.148754468
76815,10700752,0.00107119,6.71E-04,II,0.157169217
76829,10702961,0.001195294,7.40E-04,II,0.15548733
76839,10704511,0.001243228,8.60E-04,II,0.152169201
76852,10705365,0.001032668,6.36E-04,II,0.153363825
76862,10706891,0.001079289,5.78E-04,II,0.152351176
76874,10707845,0.001171874,5.71E-04,II,0.143397693
76882,10708488,0.001263365,4.79E-04,II,0.144808923
76892,10709184,0.001273653,4.41E-04,II,0.145287659
76904,10710590,0.001455321,4.37E-04,II,0.144179368
76910,10711048,0.001367989,4.31E-04,II,0.139709617
76917,10711232,0.001546594,4.22E-04,II,0.15568212
76933,10712933,0.001528865,2.92E-04,II,0.171202949
76942,10713552,0.00148487,2.24E-04,II,0.183677381
76954,10714434,0.00150435,3.23E-04,II,0.175698084
76964,10716111,0.001439124,3.26E-04,II,0.162056132
76978,10717235,0.001375431,3.33E-04,II,0.174090037
76991,10718687,0.001435404,4.25E-04,II,0.163104917
77010,10719919,0.001756279,4.68E-04,II,0.159842209
77022,10721189,0.001566293,4.22E-04,II,0.15513604
77030,10721792,0.001700027,4.71E-04,II,0.157192163
77042,10722710,0.001631081,5.00E-04,II,0.144292678
77055,10723124,0.001582709,5.28E-04,II,0.134748815
77066,10723606,0.001550534,5.72E-04,II,0.13348848
77081,10724439,0.001708126,4.93E-04,II,0.151645237
77092,10725632,0.001814063,5.34E-04,II,0.156112145
77103,10726105,0.001794802,5.07E-04,II,0.151178411
77116,10727317,0.001763283,4.48E-04,II,0.153359679
77132,10728697,0.00144,4.10E-04,II,0.166351012
77137,10728963,0.001360109,3.68E-04,II,0.170057122
77144,10729321,0.001226375,3.18E-04,II,0.16914657
77152,10729972,0.001092421,2.81E-04,II,0.173511492
77158,10730336,9.29E-04,2.45E-04,II,0.173403203
77164,10730950,8.65E-04,1.50E-04,II,0.173284048
77171,10731814,5.70E-04,1.25E-04,II,0.153372111
77177,10732488,3.44E-04,7.37E-05,II,0.145723287
77182,10732892,2.60E-04,5.73E-05,II,0.174313344
77187,10733145,8.54E-05,2.11E-05,II,0.226191797
77195,10779507,6.15E-05,2.70E-05,II,0.054219022
77196,10779600,7.51E-05,6.34E-05,II,0.052688682
77202,10780868,2.45E-04,1.49E-04,II,0.128773946
77205,10781247,3.99E-04,1.55E-04,II,0.182159992
77213,10781995,6.13E-04,2.15E-04,II,0.158728617
77215,10782373,6.43E-04,2.28E-04,II,0.152408195
77215,10782373,6.43E-04,2.28E-04,II,0.152408195
77217,10782528,7.44E-04,2.89E-04,II,0.137966432
77218,10782622,7.53E-04,3.29E-04,II,0.140595504
77222,10783129,8.26E-04,4.07E-04,II,0.130501756
77235,10783809,9.12E-04,4.31E-04,II,0.128979103
77240,10784343,9.85E-04,4.17E-04,II,0.136773769
77247,10788197,8.29E-04,3.31E-04,II,0.128952892
77250,10788242,6.75E-04,3.25E-04,II,0.096337211
77258,10789068,4.61E-04,2.66E-04,II,0.092279299
77260,10789148,4.31E-04,2.53E-04,II,0.097049241
77260,10789148,4.31E-04,2.53E-04,II,0.097049241
77262,10789276,3.30E-04,1.91E-04,II,0.110385623
77263,10789277,3.21E-04,1.51E-04,II,0.100883255
77267,10789817,2.48E-04,7.34E-05,II,0.122727617
77275,10790478,1.00E-04,2.28E-05,II,0.174940762
77286,10800548,1.93E-04,1.10E-04,II,0.075518749
77293,10800977,3.47E-04,1.28E-04,II,0.121758028
77296,10801161,4.23E-04,1.44E-04,II,0.114769016
77300,10801528,4.97E-04,1.78E-04,II,0.108011081
77304,10801896,5.71E-04,2.19E-04,II,0.116295796
77314,10803240,8.29E-04,2.77E-04,II,0.131910664
77321,10804013,9.34E-04,2.97E-04,II,0.122262745
77326,10804725,0.001108837,3.00E-04,II,0.124654145
77336,10805461,0.001387907,3.95E-04,II,0.127084356
77341,10805562,0.00153171,4.54E-04,II,0.134680809
77357,10806517,0.001522298,3.67E-04,II,0.147184481
77370,10807562,0.001570451,3.96E-04,II,0.150573296
77381,10808647,0.001765253,4.98E-04,II,0.145318404
77391,10808977,0.001792832,4.66E-04,II,0.145916869
77397,10809277,0.001772257,4.71E-04,II,0.140437612
77411,10810758,0.00158643,4.61E-04,II,0.137209555
77420,10811065,0.001543529,4.44E-04,II,0.150418337
77426,10811252,0.001382216,4.42E-04,II,0.150535261
77440,10812372,0.001228564,3.67E-04,II,0.148717831
77453,10813226,0.001301012,4.31E-04,II,0.179958312
77470,10815378,0.001242134,4.15E-04,II,0.182063284
77484,10818564,0.001193762,3.80E-04,II,0.179521378
77499,10819676,0.001063311,2.98E-04,II,0.195871908
77509,10820316,0.001058933,3.81E-04,II,0.193884711
77519,10820937,0.001109275,3.51E-04,II,0.195001828
77524,10821228,0.00108104,3.03E-04,II,0.1958884
77531,10821697,0.001117373,3.02E-04,II,0.181996727
77537,10822151,0.001144514,3.04E-04,II,0.179378799
77541,10822402,0.001019097,2.84E-04,II,0.188280205
77549,10823351,8.03E-04,1.61E-04,II,0.135759291
77557,10823934,6.91E-04,1.54E-04,II,0.125239727
77568,10824696,5.93E-04,1.62E-04,II,0.105362533
77575,10825983,4.53E-04,1.26E-04,II,0.090863281
77580,10826659,3.56E-04,4.08E-05,II,0.078369961
77589,10827278,2.95E-04,2.62E-05,II,0.090606215
77598,10831432,3.76E-04,9.60E-05,II,0.068534331
77602,10831716,2.77E-04,9.35E-05,II,0.066248376
77607,10834920,2.37E-04,9.18E-05,II,0.071153545
77611,10835085,3.41E-04,9.77E-05,II,0.125256282
77616,10835532,4.13E-04,1.46E-04,II,0.110273491
77622,10838334,4.98E-04,1.47E-04,II,0.101978456
77634,10839370,5.29E-04,1.32E-04,II,0.104229094
77638,10839882,6.07E-04,1.33E-04,II,0.100170956
77641,10840299,6.74E-04,1.33E-04,II,0.100400688
77646,10840402,7.26E-04,1.93E-04,II,0.089149804
77657,10841754,6.70E-04,1.27E-04,II,0.097618228
77658,10841755,6.74E-04,1.27E-04,II,0.097168349
77664,10841969,7.76E-04,2.58E-04,II,0.110591526
77668,10842233,6.72E-04,2.52E-04,II,0.089614645
77675,10843513,6.04E-04,2.05E-04,II,0.094593392
77682,10844759,5.33E-04,2.05E-04,II,0.098644669
77691,10845380,4.51E-04,2.38E-04,II,0.106077584
77702,10847399,5.01E-04,3.09E-04,II,0.110976046
77708,10847838,4.48E-04,3.10E-04,II,0.109833389
77711,10850046,3.53E-04,2.49E-04,II,0.124034458
77717,10851831,3.21E-04,2.48E-04,II,0.128787534
77719,10852048,3.57E-04,2.49E-04,II,0.128295343
77725,10852465,2.56E-04,1.18E-04,II,0.111556352
77729,10852766,3.41E-04,1.55E-04,II,0.113440063
77732,10853017,3.78E-04,1.56E-04,II,0.113035309
77737,10855087,3.78E-04,1.61E-04,II,0.112166795
77745,10858461,4.53E-04,1.28E-04,II,0.100268999
77759,10860967,4.86E-04,1.64E-04,II,0.138976436
77768,10861659,6.39E-04,2.21E-04,II,0.118399639
77772,10861773,6.91E-04,3.09E-04,II,0.10778017
77777,10862288,7.64E-04,3.94E-04,II,0.105421703
77778,10862298,7.23E-04,4.22E-04,II,0.107470554
77780,10862397,7.50E-04,4.77E-04,II,0.109768301
77790,10863395,7.52E-04,5.26E-04,II,0.103551925
77793,10863461,7.24E-04,5.46E-04,II,0.101874532
77797,10863628,7.10E-04,5.72E-04,II,0.105110154
77804,10864633,6.17E-04,5.66E-04,II,0.107114777
77810,10865215,4.56E-04,4.59E-04,II,0.077696271
77817,10867860,2.89E-04,4.00E-04,II,0.087709095
77821,10868093,2.37E-04,3.12E-04,II,0.099920114
77825,10868413,1.32E-04,2.25E-04,II,0.102527143
77830,10868957,1.90E-04,1.96E-04,II,0.08595027
77836,10875532,2.35E-04,2.05E-04,II,0.082984936
77853,10877842,3.14E-04,1.70E-04,II,0.10940973
77860,10878243,3.62E-04,2.17E-04,II,0.107653353
77867,10878530,5.04E-04,2.22E-04,II,0.116293602
77873,10878741,6.10E-04,2.28E-04,II,0.107703473
77878,10879130,8.41E-04,2.65E-04,II,0.131336435
77883,10879658,8.94E-04,2.89E-04,II,0.125705637
77889,10880005,0.001014282,3.64E-04,II,0.139788004
77898,10880876,0.001125253,3.92E-04,II,0.144817463
77907,10881624,0.001143858,4.00E-04,II,0.156961812
77916,10882438,0.001159836,3.41E-04,II,0.165318542
77934,10884246,0.001120219,2.96E-04,II,0.171727908
77940,10884630,0.001058495,2.28E-04,II,0.179931434
77947,10885222,9.26E-04,1.93E-04,II,0.182620218
77961,10886176,0.001033105,3.04E-04,II,0.179320347
77972,10887700,9.49E-04,3.87E-04,II,0.17217703
77982,10888541,9.65E-04,3.90E-04,II,0.183015157
77995,10890925,0.00101078,3.40E-04,II,0.16956929
78005,10891447,9.50E-04,3.23E-04,II,0.163190206
78018,10892718,0.001133133,4.45E-04,II,0.140513367
78029,10893444,0.001219371,5.10E-04,II,0.141319966
78043,10894411,0.001247168,6.29E-04,II,0.131547616
78049,10895610,0.001362955,6.56E-04,II,0.128384793
78055,10896127,0.001428837,7.18E-04,II,0.12645664
78067,10896990,0.001321806,6.58E-04,II,0.125410406
78077,10897515,0.001280219,6.18E-04,II,0.137324886
78084,10898324,0.001268181,6.09E-04,II,0.130711551
78093,10898822,0.001153926,6.38E-04,II,0.134261202
78098,10899500,0.00117472,6.82E-04,II,0.133085244
78117,10901235,0.001216963,6.96E-04,II,0.153125736
78128,10902313,0.001093953,7.35E-04,II,0.145443297
78136,10903833,9.48E-04,6.11E-04,II,0.153675088
78149,10906131,9.66E-04,6.21E-04,II,0.157172197
78161,10906763,0.001112339,6.81E-04,II,0.147142704
78166,10906867,0.001011436,6.23E-04,II,0.150010105
78174,10907595,9.55E-04,5.91E-04,II,0.13056889
78183,10909315,0.001090233,6.53E-04,II,0.125462102
78194,10910129,0.001167934,6.86E-04,II,0.128025201
78196,10910269,0.00109264,6.31E-04,II,0.130980838
78206,10910969,7.90E-04,4.86E-04,II,0.109157497
78211,10912197,7.40E-04,3.76E-04,II,0.109708059
78215,10912495,7.81E-04,4.18E-04,II,0.113028763
78224,10913699,7.34E-04,4.55E-04,II,0.095682756
78232,10914229,5.12E-04,3.33E-04,II,0.10486949
78232,10914229,5.08E-04,3.33E-04,II,0.105330542
78237,10914445,4.59E-04,2.86E-04,II,0.102854963
78244,10914880,2.84E-04,2.57E-04,II,0.108521828
78262,10924014,3.14E-04,2.98E-04,II,0.083726974
78267,10924197,4.53E-04,4.03E-04,II,0.086911702
78276,10924903,6.59E-04,5.10E-04,II,0.0800574
78276,10924903,6.64E-04,5.10E-04,II,0.079808399
78282,10925393,6.45E-04,4.85E-04,II,0.072772029
78288,10925833,6.24E-04,4.33E-04,II,0.08582965
