collection_category,fixed_substrate,isotype,strain,c_label,s_label,worms_on_sample,approximate_number_of_worms,males_observed,latitude,longitude,island,substrate,landscape,sky_view,gridsect,gridsect_number,gridsect_direction,gridsect_radius,substrate_temperature,substrate_moisture,ambient_humidity,ambient_temperature,altitude,date,time,pcr_positive,species_id,photo_url_thumb
Not genotyped,Leaf litter,NA,NA,C-1065,S-05563,Yes,Very Few (1-3),no,22.071328,-159.417467,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,7,B,1,25.2,69,67.7,28.1,156.6606876,2017-08-09,10:50:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1065.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1066,S-05217,Yes,Some (11-25),yes,22.052375,-159.408808,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,7,B,3,25.5,69.5,71.9,27.4,160.38316355,2017-08-09,10:48:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1066.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1069,S-05212,Yes,Few (4-10),no,22.071381,-159.417508,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,7,A,3,24.9,70.5,71.1,27.4,155.2410714,2017-08-09,10:44:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1069.thumb.jpg
Not genotyped,Flower,NA,NA,C-1070,S-07516,Yes,Very Few (1-3),no,22.071475,-159.417539,Kauai,Rotting flower,Wild forest,Partially Obstructed,yes,7,A,0,23.7,69.5,67.2,28.1,157.6314496,2017-08-09,10:41:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1070.thumb.jpg
Not genotyped,Flower,NA,NA,C-1071,NA,Tracks,NA,NA,22.071211,-159.417439,Kauai,Rotting flower,Wild forest,Partially Obstructed,yes,7,B,2,25.6,31,70.6,28.1,158.400314,2017-08-09,10:49:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1071.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1089,S-05713,Yes,Proliferating (25+),no,22.194411,-159.478614,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,11,F,3,23.3,62.5,75.5,26.7,193.4864865,2017-08-10,11:28:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1089.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1119,NA,Tracks,NA,NA,20.949847,-156.535508,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,13,E,1,22.3,62,88.8,23.6,413.0825688,2017-08-13,15:41:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1119.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1120,NA,Tracks,NA,NA,20.949489,-156.535217,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,13,F,1,22,67,91.2,22.9,413.1453488,2017-08-13,15:44:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1120.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1125,S-05746,Yes,Few (4-10),no,22.194414,-159.478564,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,11,B,1,23.2,56,75.1,25.666666666666668,197.9204545,2017-08-10,11:33:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1125.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1128,NA,Tracks,NA,NA,20.949372,-156.535369,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,13,B,1,22.8,62,86.3,24.9,411.7684211,2017-08-13,15:35:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1128.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1131,NA,Tracks,NA,NA,20.949378,-156.535381,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,13,A,1,22.3,55,86.3,24.9,412.3536585,2017-08-13,15:32:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1131.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1132,S-06509,Yes,Very Few (1-3),no,20.925994,-156.511681,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,13,D,1,22.3,53,87.8,23.6,439,2017-08-13,15:39:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1132.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1133,NA,Tracks,NA,NA,20.949406,-156.535339,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,13,C,1,21.7,54.5,87.7,23.6,411.0719424,2017-08-13,15:37:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1133.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1136,S-06532,Yes,Few (4-10),no,20.949419,-156.53532,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,13,F,2,21.3,68.5,91.2,22.9,439,2017-08-13,15:43:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1136.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1137,NA,Tracks,NA,NA,20.949419,-156.535319,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,13,E,2,21.4,60.5,88.8,23.6,439,2017-08-13,15:41:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1137.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1138,NA,Tracks,NA,NA,20.949419,-156.535317,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,13,D,2,21,68.5,87.8,23.6,439,2017-08-13,15:39:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1138.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1196,NA,Tracks,NA,NA,20.767694,-156.237008,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,16,A,1,19.1,55,86.8,14.7,2073.286885,2017-08-16,15:49:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1196.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1200,NA,Tracks,NA,NA,20.767879,-156.237116,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,16,C,2,10.9,55.5,89.1,13.3,2075,2017-08-16,15:52:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1200.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1215,NA,Tracks,NA,NA,20.949424,-156.535322,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,13,A,2,21.7,66,86.3,24.9,439,2017-08-13,15:32:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1215.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1219,NA,Tracks,NA,NA,20.949423,-156.53532,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,13,B,2,21.6,63,86.8,23.6,439,2017-08-13,15:35:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1219.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1265,NA,Tracks,NA,NA,20.723317,-156.304353,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,14,A,0,17.1,65,62.4,23.4,1630.0875,2017-08-14,14:11:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1265.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1266,S-06575,Yes,Very Few (1-3),no,20.723386,-156.304344,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,14,A,1,16.1,66,76,19.9,1638.102273,2017-08-14,14:12:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1266.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1267,S-06566,Yes,Very Few (1-3),no,20.723413999999998,-156.304353,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,14,B,1,15.8,66.5,83.3,18.5,1636.191781,2017-08-14,14:15:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1267.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1268,NA,Tracks,NA,NA,20.723381,-156.304325,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,14,F,1,16,69,86.2,17.1,1633.967742,2017-08-14,14:23:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1268.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1269,NA,Tracks,NA,NA,20.723408,-156.304372,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,14,E,1,16.1,70.5,85.3,17.8,1637.833977,2017-08-14,14:20:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1269.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1270,NA,Tracks,NA,NA,20.723392,-156.304383,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,14,D,1,15.5,66.5,85.3,17.8,1638.093333,2017-08-14,14:19:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1270.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1271,NA,Tracks,NA,NA,20.723411,-156.304356,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,14,C,1,16,67.5,85.3,18.5,1639.163636,2017-08-14,14:18:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1271.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1273,NA,Tracks,NA,NA,20.723419,-156.304392,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,14,B,3,14.9,67,83.6,18.5,1634.373494,2017-08-14,14:16:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1273.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1274,S-06651,Yes,Very Few (1-3),no,20.723336,-156.304278,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,14,C,3,14.2,60.5,85.3,18.5,1639.859375,2017-08-14,14:18:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1274.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1275,S-06608,Yes,Very Few (1-3),no,20.723328,-156.304339,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,14,D,3,14,71,85.3,17.8,1633.105469,2017-08-14,14:19:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1275.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1277,NA,Tracks,NA,NA,20.723417,-156.304436,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,14,F,3,14.5,68,86.2,17.1,1651.985714,2017-08-14,14:23:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1277.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1280,S-06645,Yes,Very Few (1-3),no,20.723381,-156.304339,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,14,F,2,14.5,68.5,86.2,17.1,1653,2017-08-14,14:23:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1280.thumb.jpg
Not genotyped,Flower,NA,NA,C-1281,NA,Tracks,NA,NA,20.723415,-156.304333,Maui,Rotting flower,Wild forest,Partially Obstructed,yes,14,C,2,14.9,70.5,85.3,18.5,1653,2017-08-14,14:18:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1281.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1282,NA,Tracks,NA,NA,20.7234152,-156.3043329,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,14,D,2,14.7,71,85.3,17.8,1653,2017-08-14,14:19:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1282.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1283,NA,Tracks,NA,NA,20.723376,-156.304034,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,14,A,2,16.3,69.5,80.7,19.2,1653,2017-08-14,14:13:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1283.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1284,NA,Tracks,NA,NA,20.723416,-156.304322,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,14,B,2,15.3,67.5,83.6,18.5,1653,2017-08-14,14:16:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1284.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1285,NA,Tracks,NA,NA,20.723397,-156.304335,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,14,E,2,14.3,70,85.3,17.8,1653,2017-08-14,14:21:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1285.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1307,S-06859,Yes,Very Few (1-3),no,20.767852,-156.237113,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,16,F,2,11.3,66.5,95.8,13.3,2075,2017-08-16,15:58:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1307.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1308,NA,Tracks,NA,NA,20.767851000000743,-156.23709699999986,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,16,E,2,11,58.5,91.9,12.6,2075,2017-08-16,15:56:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1308.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1314,S-06828,Yes,Very Few (1-3),no,20.767742,-156.237011,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,16,A,3,11.3,54.5,86.8,14.7,2066.015625,2017-08-16,15:48:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1314.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1317,NA,Tracks,NA,NA,20.767742,-156.237011,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,16,B,3,10.2,62,83.4,14,2066.150442,2017-08-16,15:51:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1317.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1318,S-06794,Yes,Very Few (1-3),no,20.767728,-156.236978,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,16,C,3,10.8,59,89.1,13.3,2065.575758,2017-08-16,15:52:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1318.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1323,NA,Tracks,NA,NA,21.138183,-156.965847,Molokai,Leaf litter,Wild forest,Partially Obstructed,yes,20,E,1,21.6,66,67.2,25.3,755.2842105,2017-08-12,12:30:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1323.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1324,NA,Tracks,NA,NA,20.767731,-156.237142,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,16,F,3,11.6,60.5,95.8,13.3,2074.289474,2017-08-16,15:58:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1324.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1327,S-06496,Yes,Few (4-10),no,21.138097,-156.965931,Molokai,Leaf litter,Wild forest,Partially Obstructed,yes,20,F,1,21.5,68.5,71.6,24.7,743.4295302,2017-08-12,12:32:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1327.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1327,S-06497,Yes,Few (4-10),no,21.138097,-156.965931,Molokai,Leaf litter,Wild forest,Partially Obstructed,yes,20,F,1,21.5,68.5,71.6,24.7,743.4295302,2017-08-12,12:32:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1327.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1332,S-06800,Yes,Very Few (1-3),no,20.7677,-156.237044,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,16,C,1,12.4,59,89.1,13.3,2065.65,2017-08-16,15:52:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1332.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1332,S-06802,Yes,Very Few (1-3),no,20.7677,-156.237044,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,16,C,1,12.4,59,89.1,13.3,2065.65,2017-08-16,15:52:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1332.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1336,S-06795,Yes,Few (4-10),no,20.76785,-156.237081,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,16,E,1,12.3,55.5,91.9,12.6,2062.245283,2017-08-16,15:56:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1336.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1338,NA,Tracks,NA,NA,21.138068,-156.965936,Molokai,Leaf litter,Wild forest,Partially Obstructed,yes,20,B,2,21.9,61,68.6,26,766,2017-08-12,12:24:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1338.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1340,S-06790,Yes,Very Few (1-3),no,20.767747,-156.237028,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,16,D,1,12.4,58,89.7,13.3,2064.590164,2017-08-16,15:54:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1340.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1344,S-06826,Yes,Few (4-10),no,20.767822,-156.237133,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,16,F,1,12.3,54,95.8,13.3,2066.253521,2017-08-16,15:58:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1344.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1344,S-06827,Yes,Few (4-10),no,20.767822,-156.237133,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,16,F,1,12.3,54,95.8,13.3,2066.253521,2017-08-16,15:58:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1344.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1346,NA,Tracks,NA,NA,21.138029,-156.965924,Molokai,Leaf litter,Wild forest,Partially Obstructed,yes,20,C,2,22.5,63,73.5,25.3,766,2017-08-12,12:26:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1346.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1358,NA,Tracks,NA,NA,21.138031,-156.965898,Molokai,Leaf litter,Wild forest,Partially Obstructed,yes,20,D,2,23.5,66,72,25.3,766,2017-08-12,12:28:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1358.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1362,S-06458,Yes,Very Few (1-3),no,21.138045,-156.965889,Molokai,Leaf litter,Wild forest,Partially Obstructed,yes,20,E,2,22,60.5,67.2,25.3,766,2017-08-12,12:30:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1362.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1470,S-06750,Yes,Very Few (1-3),no,20.767916,-156.237166,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,16,A,0,13.1,58.5,71.5,18.1,2075,2017-08-16,15:45:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1470.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1472,S-06801,Yes,Very Few (1-3),no,20.767871,-156.237109,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,16,D,2,11,34,89.7,13.3,2075,2017-08-16,15:54:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1472.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-1516,NA,Tracks,NA,NA,20.664891,-156.049029,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,17,D,2,24.2,63,73,26.7,114,2017-08-17,15:45:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1516.thumb.jpg
Not genotyped,Fruit/nut/veg,NA,NA,C-1517,S-06871,Yes,Few (4-10),no,20.664919,-156.049025,Maui,Fruit/nut/vegetable,Wild forest,Partially Obstructed,yes,17,B,2,23.7,51,70.5,26.7,114,2017-08-17,15:40:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1517.thumb.jpg
Not genotyped,Fruit/nut/veg,NA,NA,C-1523,S-06968,Yes,Some (11-25),no,20.66489,-156.04903,Maui,Fruit/nut/vegetable,Wild forest,Partially Obstructed,yes,17,E,2,24.4,68,72.6,26.4,114,2017-08-17,15:47:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1523.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-2535,S-06738,Yes,Very Few (1-3),no,20.874497,-156.186286,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,15,C,1,22.8,64,75.6,25.6,197.5632184,2017-08-15,15:30:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2535.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-2543,NA,Tracks,NA,NA,20.87449836,-156.1862851,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,15,D,1,23.4,67,77.5,24.9,197.5632184,2017-08-15,15:32:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2543.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-2547,S-06737,Yes,Few (4-10),no,20.886717,-156.299233,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,15,E,1,22.8,65,78.3,24.9,197.5632184,2017-08-15,15:35:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2547.thumb.jpg
Not genotyped,Fruit/nut/veg,NA,NA,C-2592,S-06788,Yes,Few (4-10),no,20.664889,-156.049019,Maui,Fruit/nut/vegetable,Wild forest,Partially Obstructed,yes,17,C,3,24.5,67,70.1,26.7,93.33309353,2017-08-17,15:41:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2592.thumb.jpg
Not genotyped,Fruit/nut/veg,NA,NA,C-2592,S-06845,Yes,Few (4-10),no,20.664889,-156.049019,Maui,Fruit/nut/vegetable,Wild forest,Partially Obstructed,yes,17,C,3,24.5,67,70.1,26.7,93.33309353,2017-08-17,15:41:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2592.thumb.jpg
Not genotyped,Fruit/nut/veg,NA,NA,C-2593,S-06942,Yes,Proliferating (25+),no,20.664903,-156.049008,Maui,Fruit/nut/vegetable,Wild forest,Partially Obstructed,yes,17,D,3,24.4,67.5,73,26.7,100.0090498,2017-08-17,15:45:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2593.thumb.jpg
Not genotyped,Fruit/nut/veg,NA,NA,C-2593,S-06943,Yes,Proliferating (25+),no,20.664903,-156.049008,Maui,Fruit/nut/vegetable,Wild forest,Partially Obstructed,yes,17,D,3,24.4,67.5,73,26.7,100.0090498,2017-08-17,15:45:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2593.thumb.jpg
Not genotyped,Fruit/nut/veg,NA,NA,C-2593,S-06944,Yes,Proliferating (25+),no,20.664903,-156.049008,Maui,Fruit/nut/vegetable,Wild forest,Partially Obstructed,yes,17,D,3,24.4,67.5,73,26.7,100.0090498,2017-08-17,15:45:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2593.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-2595,NA,Tracks,NA,NA,20.66489,-156.04903,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,17,F,2,24,59,74,26.7,114,2017-08-17,15:49:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2595.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-2600,NA,Tracks,NA,NA,20.664811,-156.049031,Maui,Leaf litter,Wild forest,Partially Obstructed,yes,17,D,1,24.7,32,73,26.7,106.0798611,2017-08-17,15:45:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2600.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-2650,NA,Tracks,NA,NA,22.121997,-159.6645,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,12,A,1,18.4,53,79.3,21.2,1127.910256,2017-08-11,14:02:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2650.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-2651,NA,Tracks,NA,NA,22.121972,-159.664528,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,12,A,2,18.2,54,81.7,21.2,1127.939759,2017-08-11,14:03:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2651.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-2652,X-005,Yes,Very Few (1-3),no,22.122028,-159.664442,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,12,B,1,17.6,43,81.5,20.5,1127.636905,2017-08-11,14:04:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2652.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-2658,S-05880,Yes,Very Few (1-3),no,22.121878,-159.664503,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,12,E,2,17.1,64,78.4,21.2,1127.708333,2017-08-11,14:08:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2658.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-2659,X-015,Yes,Very Few (1-3),no,22.121897,-159.664453,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,12,F,1,17.1,60.5,78.9,21.2,1127.708333,2017-08-11,14:09:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2659.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-2660,X-033,Yes,Very Few (1-3),no,22.121864,-159.664458,Kauai,Leaf litter,Wild forest,Partially Obstructed,yes,12,F,2,17.1,64,80.4,20.5,1127.708333,2017-08-11,14:10:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2660.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-2781,NA,Tracks,NA,NA,20.036889,-155.441728,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,2,C,2,20.5,62.5,80.9,21.9,691.199005,2017-08-17,14:10:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2781.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-2782,S-07459,Yes,Very Few (1-3),no,20.036925,-155.441711,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,2,B,1,21,62,77.4,22.6,691.1609195,2017-08-17,14:08:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2782.thumb.jpg
Not genotyped,Leaf litter,NA,NA,C-2783,S-07581,Yes,Very Few (1-3),no,20.036894,-155.441717,Big Island,Leaf litter,Wild forest,Partially Obstructed,yes,2,B,2,21,68.5,79.9,22.6,691.2393162,2017-08-17,14:09:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-2783.thumb.jpg
