isotype,strain,c_label,s_label,worms_on_sample,approximate_number_of_worms,latitude,longitude,island,landscape,sky_view,gridsect,gridsect_number,gridsect_direction,gridsect_radius,substrate_temperature,substrate_moisture,ambient_humidity,ambient_temperature,altitude,date,time,pcr_positive,species_id,photo_url_thumb,fixed_substrate
NA,NA,C-0292,S-05227,Yes,Some (11-25),22.081628,-159.426011,Kauai,Wild forest,Partially Obstructed,yes,8,E,1,22.5,64,77.5,24.9,275.1689189,2017-08-09,11:29:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0292.thumb.jpg,Leaf litter
NA,NA,C-0292,S-05228,Yes,Some (11-25),22.081628,-159.426011,Kauai,Wild forest,Partially Obstructed,yes,8,E,1,22.5,64,77.5,24.9,275.1689189,2017-08-09,11:29:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0292.thumb.jpg,Leaf litter
NA,NA,C-0293,S-07461,Yes,Few (4-10),22.081589,-159.426014,Kauai,Wild forest,Partially Obstructed,yes,8,F,2,22.8,62,78.2,24.9,276.9055118,2017-08-09,11:28:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0293.thumb.jpg,Leaf litter
NA,NA,C-0293,S-07462,Yes,Few (4-10),22.081589,-159.426014,Kauai,Wild forest,Partially Obstructed,yes,8,F,2,22.8,62,78.2,24.9,276.9055118,2017-08-09,11:28:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0293.thumb.jpg,Leaf litter
NA,NA,C-0293,S-07463,Yes,Few (4-10),22.081589,-159.426014,Kauai,Wild forest,Partially Obstructed,yes,8,F,2,22.8,62,78.2,24.9,276.9055118,2017-08-09,11:28:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0293.thumb.jpg,Leaf litter
NA,NA,C-0293,S-07464,Yes,Few (4-10),22.081589,-159.426014,Kauai,Wild forest,Partially Obstructed,yes,8,F,2,22.8,62,78.2,24.9,276.9055118,2017-08-09,11:28:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0293.thumb.jpg,Leaf litter
NA,NA,C-0294,NA,No,NA,22.081625,-159.426028,Kauai,Wild forest,Partially Obstructed,yes,8,C,2,22.7,66.5,76.1,25.6,276.1538462,2017-08-09,11:33:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0294.thumb.jpg,Leaf litter
NA,NA,C-0295,S-05529,Yes,Very Few (1-3),22.081661,-159.425992,Kauai,Wild forest,Partially Obstructed,yes,8,C,1,22.7,66.5,74.1,25.6,276.4111111,2017-08-09,11:32:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0295.thumb.jpg,Leaf litter
NA,NA,C-0295,S-05536,Yes,Very Few (1-3),22.081661,-159.425992,Kauai,Wild forest,Partially Obstructed,yes,8,C,1,22.7,66.5,74.1,25.6,276.4111111,2017-08-09,11:32:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0295.thumb.jpg,Leaf litter
NA,NA,C-0296,NA,Tracks,NA,22.081606,-159.426014,Kauai,Wild forest,Partially Obstructed,yes,8,A,0,22.8,64,75.1,25.6,283.4252874,2017-08-09,11:35:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0296.thumb.jpg,Leaf litter
NA,NA,C-0297,S-05602,Yes,Very Few (1-3),22.081622,-159.425942,Kauai,Wild forest,Partially Obstructed,yes,8,A,3,22.5,67.5,80.1,24.9,271.4771574,2017-08-09,11:25:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0297.thumb.jpg,Leaf litter
NA,NA,C-0298,S-05542,Yes,Few (4-10),22.081633,-159.425944,Kauai,Wild forest,Partially Obstructed,yes,8,F,3,22.4,60,81.4,24.9,275.2277228,2017-08-09,11:27:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0298.thumb.jpg,Leaf litter
NA,NA,C-0298,S-05549,Yes,Few (4-10),22.081633,-159.425944,Kauai,Wild forest,Partially Obstructed,yes,8,F,3,22.4,60,81.4,24.9,275.2277228,2017-08-09,11:27:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0298.thumb.jpg,Leaf litter
NA,NA,C-0299,NA,No,NA,22.08165,-159.425992,Kauai,Wild forest,Partially Obstructed,yes,8,D,2,22.6,64,77.7,24.9,278.7483444,2017-08-09,11:31:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0299.thumb.jpg,Leaf litter
NA,NA,C-0300,S-05233,Yes,Some (11-25),22.081642,-159.426031,Kauai,Wild forest,Partially Obstructed,yes,8,B,1,22.9,68.5,78,25.2,279.5676101,2017-08-09,11:34:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0300.thumb.jpg,Leaf litter
NA,NA,C-0300,S-05562,Yes,Some (11-25),22.081642,-159.426031,Kauai,Wild forest,Partially Obstructed,yes,8,B,1,22.9,68.5,78,25.2,279.5676101,2017-08-09,11:34:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0300.thumb.jpg,Leaf litter
NA,NA,C-0301,S-05654,Yes,Proliferating (25+),22.201183,-159.472681,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,24.7,68.5,85.6,25.666666666666668,21.51186441,2017-08-10,08:32:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0301.thumb.jpg,Leaf litter
NA,NA,C-0301,S-05658,Yes,Proliferating (25+),22.201183,-159.472681,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,24.7,68.5,85.6,25.666666666666668,21.51186441,2017-08-10,08:32:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0301.thumb.jpg,Leaf litter
NA,NA,C-0302,S-05854,Yes,Proliferating (25+),22.199367,-159.474942,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,24.6,54,74.9,26.777777777777782,84.33892617,2017-08-10,09:02:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0302.thumb.jpg,Leaf litter
NA,NA,C-0302,S-05859,Yes,Proliferating (25+),22.199367,-159.474942,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,24.6,54,74.9,26.777777777777782,84.33892617,2017-08-10,09:02:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0302.thumb.jpg,Leaf litter
NA,NA,C-0303,NA,No,NA,20.950294,-156.534836,Maui,Wild forest,Partially Obstructed,no,NA,NA,NA,25.3,53,82.7,24.9,423,2017-08-13,15:24:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0303.thumb.jpg,Leaf litter
NA,NA,C-0304,S-06543,Yes,Some (11-25),20.948894,-156.535525,Maui,Wild forest,Partially Obstructed,no,NA,NA,NA,22.9,62,81.8,24.7,428.7289157,2017-08-13,16:33:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0304.thumb.jpg,Leaf litter
NA,NA,C-0304,S-06548,Yes,Some (11-25),20.948894,-156.535525,Maui,Wild forest,Partially Obstructed,no,NA,NA,NA,22.9,62,81.8,24.7,428.7289157,2017-08-13,16:33:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0304.thumb.jpg,Leaf litter
NA,NA,C-0305,NA,No,NA,22.201819,-159.472944,Kauai,Wild forest,Full,no,NA,NA,NA,24.7,NA,85.5,26.33333333333334,19.71489818,2017-08-10,08:33:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0305.thumb.jpg,Fruit
NA,NA,C-0306,NA,No,NA,22.199281,-159.475231,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,23.9,NA,80,25.666666666666668,95.47926267,2017-08-10,09:04:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0306.thumb.jpg,Fruit
NA,NA,C-0307,NA,Tracks,NA,20.950026,-156.535021,Maui,Wild forest,Partially Obstructed,no,NA,NA,NA,23.8,65.5,86.8,24.9,423,2017-08-13,15:27:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0307.thumb.jpg,Leaf litter
NA,NA,C-0308,S-06535,Yes,Few (4-10),20.9486,-156.5363,Maui,Wild forest,Partially Obstructed,no,NA,NA,NA,22.8,56,81.3,25.3,439.7929293,2017-08-13,16:28:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0308.thumb.jpg,Leaf litter
NA,NA,C-0308,S-06536,Yes,Few (4-10),20.9486,-156.5363,Maui,Wild forest,Partially Obstructed,no,NA,NA,NA,22.8,56,81.3,25.3,439.7929293,2017-08-13,16:28:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0308.thumb.jpg,Leaf litter
NA,NA,C-0309,S-05653,Yes,Very Few (1-3),22.201656,-159.4728,Kauai,Wild forest,Obstructed,no,NA,NA,NA,24.5,59,93.7,24.277777777777782,405.6337209,2017-08-10,08:36:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0309.thumb.jpg,Leaf litter
NA,NA,C-0309,S-05657,Yes,Very Few (1-3),22.201656,-159.4728,Kauai,Wild forest,Obstructed,no,NA,NA,NA,24.5,59,93.7,24.277777777777782,405.6337209,2017-08-10,08:36:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0309.thumb.jpg,Leaf litter
NA,NA,C-0310,NA,No,NA,22.19905,-159.475622,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,23.7,30.5,82.4,18.5,103.2308313,2017-08-10,09:05:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0310.thumb.jpg,Vegetation
NA,NA,C-0311,NA,No,NA,20.949369,-156.535222,Maui,Wild forest,Partially Obstructed,yes,13,A,0,22.6,54,86.8,24.9,429.5547445,2017-08-13,15:30:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0311.thumb.jpg,Leaf litter
NA,NA,C-0312,S-06557,Yes,Very Few (1-3),20.948582,-156.536245,Maui,Wild forest,Partially Obstructed,no,NA,NA,NA,23,67.5,81.3,25.3,444,2017-08-13,16:28:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0312.thumb.jpg,Leaf litter
NA,NA,C-0313,NA,No,NA,22.201731,-159.473428,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,25,69.5,94.6,24.277777777777782,22.10164835,2017-08-10,08:38:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0313.thumb.jpg,Leaf litter
NA,NA,C-0314,S-05944,Yes,Proliferating (25+),22.198956,-159.476047,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,29.2,64.5,82.2,26.33333333333334,108.8898551,2017-08-10,09:08:00,1,C. briggsae,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0314.thumb.jpg,Leaf litter
NA,NA,C-0314,S-05945,Yes,Proliferating (25+),22.198956,-159.476047,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,29.2,64.5,82.2,26.33333333333334,108.8898551,2017-08-10,09:08:00,1,Oscheius sp.,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0314.thumb.jpg,Leaf litter
NA,NA,C-0315,NA,No,NA,20.949458,-156.53525,Maui,Wild forest,Partially Obstructed,yes,13,A,3,21.7,66,86,24.9,415.4926471,2017-08-13,15:32:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0315.thumb.jpg,Fungus
NA,NA,C-0316,S-06595,Yes,Proliferating (25+),20.948744,-156.535883,Maui,Wild forest,Partially Obstructed,no,NA,NA,NA,22.9,62.5,81.3,25.3,429.6099291,2017-08-13,15:51:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0316.thumb.jpg,Leaf litter
NA,NA,C-0316,S-06598,Yes,Proliferating (25+),20.948744,-156.535883,Maui,Wild forest,Partially Obstructed,no,NA,NA,NA,22.9,62.5,81.3,25.3,429.6099291,2017-08-13,15:51:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0316.thumb.jpg,Leaf litter
NA,NA,C-0316,S-06599,Yes,Proliferating (25+),20.948744,-156.535883,Maui,Wild forest,Partially Obstructed,no,NA,NA,NA,22.9,62.5,81.3,25.3,429.6099291,2017-08-13,15:51:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0316.thumb.jpg,Leaf litter
NA,NA,C-0316,S-06600,Yes,Proliferating (25+),20.948744,-156.535883,Maui,Wild forest,Partially Obstructed,no,NA,NA,NA,22.9,62.5,81.3,25.3,429.6099291,2017-08-13,15:51:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0316.thumb.jpg,Leaf litter
NA,NA,C-0317,S-05933,Yes,Proliferating (25+),22.201783,-159.473664,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,25.6,NA,94.6,24.94444444444445,23.86257928,2017-08-10,08:40:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0317.thumb.jpg,Flower
NA,NA,C-0317,S-05937,Yes,Proliferating (25+),22.201783,-159.473664,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,25.6,NA,94.6,24.94444444444445,23.86257928,2017-08-10,08:40:00,1,C. briggsae,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0317.thumb.jpg,Flower
NA,NA,C-0318,NA,No,NA,22.198506,-159.476633,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,24.2,52.5,89,25.666666666666668,133.5856698,2017-08-10,09:08:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0318.thumb.jpg,Leaf litter
NA,NA,C-0319,NA,No,NA,20.949322,-156.535258,Maui,Wild forest,Partially Obstructed,yes,13,B,3,21.2,58,86.8,23.6,415.5856574,2017-08-13,15:35:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0319.thumb.jpg,Leaf litter
NA,NA,C-0320,S-06611,Yes,Very Few (1-3),20.949722,-156.536608,Maui,Wild forest,Partially Obstructed,no,NA,NA,NA,23.3,58,80.4,25.3,462.3139535,2017-08-13,16:20:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0320.thumb.jpg,Fruit
NA,NA,C-0321,NA,No,NA,22.201853,-159.473281,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,24.5,NA,92.2,24.94444444444445,29.64397906,2017-08-10,08:41:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0321.thumb.jpg,Fruit
NA,NA,C-0322,NA,No,NA,22.198364,-159.476922,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,24.2,60.5,84.4,24.94444444444445,146.9056399,2017-08-10,09:10:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0322.thumb.jpg,Leaf litter
NA,NA,C-0323,NA,No,NA,20.949264,-156.535181,Maui,Wild forest,Partially Obstructed,yes,13,C,3,20.4,69,87.7,23.6,424.9629156,2017-08-13,15:37:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0323.thumb.jpg,Leaf litter
NA,NA,C-0324,S-06551,Yes,Few (4-10),20.672186,-156.335369,Maui,Wild forest,Partially Obstructed,no,NA,NA,NA,14.6,24.5,82.3,17.1,1947.740741,2017-08-14,09:48:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0324.thumb.jpg,Leaf litter
NA,NA,C-0324,S-06552,Yes,Few (4-10),20.672186,-156.335369,Maui,Wild forest,Partially Obstructed,no,NA,NA,NA,14.6,24.5,82.3,17.1,1947.740741,2017-08-14,09:48:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0324.thumb.jpg,Leaf litter
NA,NA,C-0325,NA,No,NA,22.201458,-159.474025,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,24.7,66,88.2,24.94444444444445,34.41289199,2017-08-10,08:44:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0325.thumb.jpg,Leaf litter
NA,NA,C-0326,NA,No,NA,22.1977058,-159.4769475,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,24.5,NA,84.3,24.94444444444445,148,2017-08-10,09:15:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0326.thumb.jpg,Flower
NA,NA,C-0327,NA,Tracks,NA,20.949403,-156.535331,Maui,Wild forest,Partially Obstructed,yes,13,D,3,21.2,68.5,87.8,23.6,418.1606648,2017-08-13,15:39:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0327.thumb.jpg,Leaf litter
NA,NA,C-0328,NA,No,NA,20.672561,-156.334481,Maui,Wild forest,Partially Obstructed,no,NA,NA,NA,17.2,57.5,82.3,16.4,1929.485294,2017-08-14,09:46:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0328.thumb.jpg,Fruit
NA,NA,C-0329,NA,No,NA,22.201508,-159.474047,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,25.6,63,86.1,25.666666666666668,34.39933993,2017-08-10,08:46:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0329.thumb.jpg,Fruit
NA,NA,C-0330,NA,No,NA,22.198133,-159.477197,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,24.6,57,84.4,25.666666666666668,162.4548872,2017-08-10,09:17:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0330.thumb.jpg,Leaf litter
NA,NA,C-0331,S-06527,Yes,Very Few (1-3),20.949444,-156.535461,Maui,Wild forest,Partially Obstructed,yes,13,E,3,21.3,57,88.8,23.6,425.0687023,2017-08-13,15:41:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0331.thumb.jpg,Leaf litter
NA,NA,C-0331,S-06528,Yes,Very Few (1-3),20.949444,-156.535461,Maui,Wild forest,Partially Obstructed,yes,13,E,3,21.3,57,88.8,23.6,425.0687023,2017-08-13,15:41:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0331.thumb.jpg,Leaf litter
NA,NA,C-0332,S-06567,Yes,Very Few (1-3),20.671633,-156.336258,Maui,Wild forest,Partially Obstructed,no,NA,NA,NA,14.2,63.5,80.4,17.1,1934.861789,2017-08-14,09:51:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0332.thumb.jpg,Leaf litter
NA,NA,C-0333,S-05858,Yes,Proliferating (25+),22.201183,-159.474708,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,24.2,67,93.1,24.94444444444445,52.92377495,2017-08-10,08:49:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0333.thumb.jpg,Leaf litter
NA,NA,C-0333,S-05901,Yes,Proliferating (25+),22.201183,-159.474708,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,24.2,67,93.1,24.94444444444445,52.92377495,2017-08-10,08:49:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0333.thumb.jpg,Leaf litter
NA,NA,C-0334,NA,No,NA,22.198253,-159.47735,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,26,NA,82.3,24.66666666666667,159.6028369,2017-08-10,09:24:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0334.thumb.jpg,Vegetation
NA,NA,C-0335,NA,No,NA,20.949575,-156.535347,Maui,Wild forest,Partially Obstructed,yes,13,F,3,21.3,66.5,91.2,22.9,414.9626168,2017-08-13,15:43:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0335.thumb.jpg,Leaf litter
NA,NA,C-0336,NA,Tracks,NA,20.670575,-156.335833,Maui,Wild forest,Partially Obstructed,no,NA,NA,NA,14.7,55,74,19.2,1927.386667,2017-08-14,09:54:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0336.thumb.jpg,Leaf litter
NA,NA,C-0337,S-05855,Yes,Proliferating (25+),22.200728,-159.475117,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,25.3,NA,93.7,24.94444444444445,82.88018433,2017-08-10,08:50:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0337.thumb.jpg,Fruit
NA,NA,C-0338,NA,No,NA,22.198564,-159.477256,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,24.5,40,80,25.666666666666668,160.7965517,2017-08-10,09:19:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0338.thumb.jpg,Leaf litter
NA,NA,C-0339,NA,No,NA,20.94872137,-156.535883,Maui,Wild forest,Partially Obstructed,no,NA,NA,NA,23,17,87.2,24.7,432.1028571,2017-08-13,15:53:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0339.thumb.jpg,Fungus
NA,NA,C-0340,S-06650,Yes,Very Few (1-3),20.670197,-156.336383,Maui,Wild forest,Partially Obstructed,no,NA,NA,NA,14.5,52.5,83.3,17.1,1892.322581,2017-08-14,09:58:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0340.thumb.jpg,Leaf litter
NA,NA,C-0341,NA,No,NA,22.200528,-159.474814,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,24.9,NA,86.8,25.666666666666668,49.9540636,2017-08-10,08:54:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0341.thumb.jpg,Fruit
NA,NA,C-0342,NA,Tracks,NA,20.952117,-156.532844,Maui,Agricultural land,Partially Obstructed,no,NA,NA,NA,29.4,28.5,77.8,25.6,373.632287,2017-08-13,15:13:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0342.thumb.jpg,Leaf litter
NA,NA,C-0343,S-06609,Yes,Proliferating (25+),20.94835,-156.536372,Maui,Wild forest,Partially Obstructed,no,NA,NA,NA,22.8,65,82.5,25.3,439.7731959,2017-08-13,15:55:00,1,Teratorhabditis sp.,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0343.thumb.jpg,Fungus
NA,NA,C-0343,S-06610,Yes,Proliferating (25+),20.94835,-156.536372,Maui,Wild forest,Partially Obstructed,no,NA,NA,NA,22.8,65,82.5,25.3,439.7731959,2017-08-13,15:55:00,1,C. briggsae,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0343.thumb.jpg,Fungus
NA,NA,C-0344,NA,No,NA,20.669839,-156.337161,Maui,Wild forest,Partially Obstructed,no,NA,NA,NA,14.7,61,85.3,17.1,1874.074627,2017-08-14,10:04:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0344.thumb.jpg,Fungus
NA,NA,C-0345,NA,No,NA,22.200406,-159.474839,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,25.3,64,89.2,26.33333333333334,52.40821256,2017-08-10,08:56:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0345.thumb.jpg,Fruit
NA,NA,C-0346,NA,No,NA,20.881058,-156.5453,Maui,Wild forest,Partially Obstructed,no,NA,NA,NA,25.1,61,73.1,25.1,288.5423729,2017-08-13,11:09:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0346.thumb.jpg,Fruit
NA,NA,C-0347,NA,Tracks,NA,20.948803,-156.536511,Maui,Wild forest,Partially Obstructed,no,NA,NA,NA,22.6,62.5,89.6,24,444.2525253,2017-08-13,16:00:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0347.thumb.jpg,Flower
NA,NA,C-0348,NA,No,NA,20.669414,-156.337236,Maui,Wild forest,Partially Obstructed,no,NA,NA,NA,15.8,51,78.4,18.5,1876.221154,2017-08-14,10:08:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0348.thumb.jpg,Fungus
NA,NA,C-0349,NA,No,NA,22.200214,-159.47495,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,25,67,89.7,26.222222222222225,61.01721854,2017-08-10,08:57:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0349.thumb.jpg,Leaf litter
NA,NA,C-0350,NA,No,NA,20.951985,-156.533232,Maui,Wild forest,Partially Obstructed,no,NA,NA,NA,28.8,21,80.3,24.9,369,2017-08-13,15:16:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0350.thumb.jpg,Flower
NA,NA,C-0351,S-06502,Yes,Few (4-10),20.948725,-156.536525,Maui,Wild forest,Partially Obstructed,no,NA,NA,NA,22.5,65.5,82.5,25.3,450.3017241,2017-08-13,16:24:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0351.thumb.jpg,Leaf litter
NA,NA,C-0351,S-06503,Yes,Few (4-10),20.948725,-156.536525,Maui,Wild forest,Partially Obstructed,no,NA,NA,NA,22.5,65.5,82.5,25.3,450.3017241,2017-08-13,16:24:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0351.thumb.jpg,Leaf litter
NA,NA,C-0352,S-06588,Yes,Very Few (1-3),20.679658,-156.330458,Maui,Wild forest,Partially Obstructed,no,NA,NA,NA,17,52.5,86.3,17.8,1859.55814,2017-08-14,12:20:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0352.thumb.jpg,Leaf litter
NA,NA,C-0353,NA,No,NA,22.199775,-159.474708,Kauai,Wild forest,Partially Obstructed,no,NA,NA,NA,24.5,40.5,81.4,25.666666666666668,65.81766382,2017-08-10,08:58:00,NA,NA,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0353.thumb.jpg,Leaf litter
NA,NA,C-0354,S-06612,Yes,Some (11-25),20.951715,-156.533814,Maui,Wild forest,Partially Obstructed,no,NA,NA,NA,27.2,28,81.9,24.3,378,2017-08-13,15:18:00,0,Unknown,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0354.thumb.jpg,Leaf litter
